,review,rating,Positive,Negative,Neutral,Output,Character Counts,Word Counts
343,nice,5,1.0,0.0,0.0,Happy,4,1
344,good,5,1.0,0.0,0.0,Happy,4,1
345,bottom qualiti mark wood cork break apart direct hit frame,3,0.0,0.0,1.0,Unhappy,58,10
346,okay ok,3,1.0,0.0,0.0,Unhappy,7,2
347,good,5,1.0,0.0,0.0,Happy,4,1
348,ok,4,1.0,0.0,0.0,Unhappy,2,1
349,genuin product receiv perfect condit,5,0.481,0.0,0.519,Happy,36,5
350,good,5,1.0,0.0,0.0,Happy,4,1
351,easili got damag,1,0.0,0.0,1.0,Unhappy,16,3
352,worst box,1,0.0,0.804,0.196,Unhappy,9,2
353,good,5,1.0,0.0,0.0,Happy,4,1
354,time deliveri qualiti good,5,0.492,0.0,0.508,Happy,26,4
355,day get bad qualiti,3,0.0,0.538,0.462,Unhappy,19,4
356,shtles nice orign one buy site,5,0.359,0.0,0.641,Happy,30,6
357,nice ,5,1.0,0.0,0.0,Happy,5,1
358,shuttl qualiti wise good actual need hit shuttl power even thought,4,0.4,0.0,0.6,Unhappy,66,11
359,bad good,1,0.453,0.547,0.0,Unhappy,8,2
360,good,4,1.0,0.0,0.0,Unhappy,4,1
361,bad product,1,0.0,0.778,0.222,Unhappy,11,2
362,good,5,1.0,0.0,0.0,Happy,4,1
363,poor qualiti buy,1,0.0,0.608,0.392,Unhappy,16,3
364,good,4,1.0,0.0,0.0,Unhappy,4,1
365,nice cost high,5,0.583,0.0,0.417,Happy,14,3
366,product good price high,4,0.492,0.0,0.508,Unhappy,23,4
367,nice,5,1.0,0.0,0.0,Happy,4,1
368,good,4,1.0,0.0,0.0,Unhappy,4,1
369,good product,5,0.744,0.0,0.256,Happy,12,2
370,qualiti good,1,0.744,0.0,0.256,Unhappy,12,2
371,good,4,1.0,0.0,0.0,Unhappy,4,1
372,nice,5,1.0,0.0,0.0,Happy,4,1
373,good,5,1.0,0.0,0.0,Happy,4,1
374,good,5,1.0,0.0,0.0,Happy,4,1
375,fantast,5,0.0,0.0,1.0,Happy,7,1
376,full balanc shuttl great experi flipkart,5,0.451,0.0,0.549,Happy,40,6
377,okay,5,1.0,0.0,0.0,Happy,4,1
378,good,4,1.0,0.0,0.0,Unhappy,4,1
379,shuttl smooth like,5,0.556,0.0,0.444,Happy,18,3
380,good,5,1.0,0.0,0.0,Happy,4,1
381, best shuttl intermedi player,5,0.583,0.0,0.417,Happy,29,4
382,nice,3,1.0,0.0,0.0,Unhappy,4,1
383,superb qualiti,5,0.804,0.0,0.196,Happy,14,2
384,super,5,1.0,0.0,0.0,Happy,5,1
385,worest,1,0.0,0.0,1.0,Unhappy,6,1
386,excel,5,1.0,0.0,0.0,Happy,5,1
387,price high,3,0.0,0.0,1.0,Unhappy,10,2
388,nice product,5,0.737,0.0,0.263,Happy,12,2
389,best qualiti,5,0.808,0.0,0.192,Happy,12,2
390,good,3,1.0,0.0,0.0,Unhappy,4,1
391,good,5,1.0,0.0,0.0,Happy,4,1
392,good qualiti discount ,5,0.592,0.0,0.408,Happy,22,3
393,good product qualiti,5,0.592,0.0,0.408,Happy,20,3
394,set shuttl fine long lastic  sustain,5,0.265,0.0,0.735,Happy,36,6
395,worth buy,5,0.655,0.0,0.345,Happy,9,2
396,prodct good long last powerful,5,0.655,0.0,0.345,Happy,30,5
397,reliabl product best servic,5,0.583,0.0,0.417,Happy,27,4
398,tri reduc cost product,3,0.0,0.0,1.0,Unhappy,22,4
399,great shuttl,4,0.804,0.0,0.196,Unhappy,12,2
400,well condit,4,0.677,0.0,0.323,Unhappy,11,2
401,alway good,5,0.744,0.0,0.256,Happy,10,2
402,product goodbut price cost,5,0.0,0.0,1.0,Happy,26,4
403,great shuttl best,4,0.892,0.0,0.108,Unhappy,17,3
404,super,5,1.0,0.0,0.0,Happy,5,1
405,noth say hate fantast,5,0.0,0.552,0.448,Happy,21,4
406,ok,4,1.0,0.0,0.0,Unhappy,2,1
407,goodproduct,5,0.0,0.0,1.0,Happy,11,1
408,good,5,1.0,0.0,0.0,Happy,4,1
409,valuabl product ,5,0.0,0.0,1.0,Happy,16,2
410,qualiti good,3,0.744,0.0,0.256,Unhappy,12,2
411,good,4,1.0,0.0,0.0,Unhappy,4,1
412,nice,5,1.0,0.0,0.0,Happy,4,1
413,best qualiti,5,0.808,0.0,0.192,Happy,12,2
414,good product,4,0.744,0.0,0.256,Unhappy,12,2
415,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
416,ok,3,1.0,0.0,0.0,Unhappy,2,1
417,excel,5,1.0,0.0,0.0,Happy,5,1
418,good,5,1.0,0.0,0.0,Happy,4,1
419,durabl pretti smooth control,5,0.0,0.0,1.0,Happy,28,4
420,good,5,1.0,0.0,0.0,Happy,4,1
421,good,3,1.0,0.0,0.0,Unhappy,4,1
422,good one,4,0.744,0.0,0.256,Unhappy,8,2
423,good,4,1.0,0.0,0.0,Unhappy,4,1
424,good,5,1.0,0.0,0.0,Happy,4,1
425,good qualiti product,5,0.592,0.0,0.408,Happy,20,3
426,nice,5,1.0,0.0,0.0,Happy,4,1
427,good ,5,1.0,0.0,0.0,Happy,5,1
428,gud qualiti,5,0.0,0.0,1.0,Happy,11,2
429,good,4,1.0,0.0,0.0,Unhappy,4,1
430,good,5,1.0,0.0,0.0,Happy,4,1
431,worst,1,0.0,1.0,0.0,Unhappy,5,1
432,good,5,1.0,0.0,0.0,Happy,4,1
433,nice,4,1.0,0.0,0.0,Unhappy,4,1
434,good product,5,0.744,0.0,0.256,Happy,12,2
435,worst product quliti,1,0.0,0.672,0.328,Unhappy,20,3
436,good,4,1.0,0.0,0.0,Unhappy,4,1
437,awesomegot pricethank much flipkart,5,0.0,0.0,1.0,Happy,35,4
438,good,4,1.0,0.0,0.0,Unhappy,4,1
439,nice product,5,0.737,0.0,0.263,Happy,12,2
440,expect thank,5,0.714,0.0,0.286,Happy,12,2
441,good,5,1.0,0.0,0.0,Happy,4,1
442,use product mavi  year  time poor qualiti shuttl receiv,2,0.0,0.279,0.721,Unhappy,55,9
443,nice,5,1.0,0.0,0.0,Happy,4,1
444,good varigin,1,0.744,0.0,0.256,Unhappy,12,2
445,good recommend,5,1.0,0.0,0.0,Happy,14,2
446,best yonex,4,0.808,0.0,0.192,Unhappy,10,2
447,nice og product,5,0.583,0.0,0.417,Happy,15,3
448,nice,5,1.0,0.0,0.0,Happy,4,1
449,bad qualiti product,1,0.0,0.636,0.364,Unhappy,19,3
450,good,5,1.0,0.0,0.0,Happy,4,1
451,worst product buy onlin shop yonex mavi ,1,0.0,0.406,0.594,Unhappy,40,7
452,supr ,4,0.0,0.0,1.0,Unhappy,5,1
453,shuttl nice noth complain,5,0.384,0.342,0.274,Happy,25,4
454,nice,4,1.0,0.0,0.0,Unhappy,4,1
455,debat best market alway stock,5,0.512,0.0,0.488,Happy,29,5
456,excel item good perform,5,0.747,0.0,0.253,Happy,23,4
457,nice n origin product,5,0.583,0.0,0.417,Happy,21,4
458,good shuttl,5,0.744,0.0,0.256,Happy,11,2
459,good,3,1.0,0.0,0.0,Unhappy,4,1
460,good product,5,0.744,0.0,0.256,Happy,12,2
461,realli nice use long time particular seller  bptl,5,0.286,0.0,0.714,Happy,49,8
462,good,5,1.0,0.0,0.0,Happy,4,1
463,origin product,5,0.0,0.0,1.0,Happy,14,2
464,good priduct qualiti,5,0.592,0.0,0.408,Happy,20,3
465,good product,5,0.744,0.0,0.256,Happy,12,2
466,bad,4,0.0,1.0,0.0,Unhappy,3,1
467,worst product shuttl last singl match,1,0.0,0.451,0.549,Unhappy,37,6
468,nice product,5,0.737,0.0,0.263,Happy,12,2
469,good,4,1.0,0.0,0.0,Unhappy,4,1
470,price segment one best shuttl yonex use product last  experi best segment ,5,0.457,0.0,0.543,Happy,74,12
471,fake shuttl even last day shuttl broken manner bottom cork kept break without even damag skirt without notabl wear tear caus play,1,0.087,0.225,0.688,Unhappy,129,22
472,super product,5,0.796,0.0,0.204,Happy,13,2
473,super,5,1.0,0.0,0.0,Happy,5,1
474,receiv origin qualitydur pretti good got origin mavi  thank,5,0.435,0.0,0.565,Happy,59,9
475,attroci  product worth  pleas avoid sell item sustain market,1,0.171,0.198,0.631,Unhappy,60,9
476,product although satisfi qualiti,5,0.0,0.0,1.0,Happy,32,4
477,good qualiti,5,0.744,0.0,0.256,Happy,12,2
478,okay,4,1.0,0.0,0.0,Unhappy,4,1
479,durabl product,5,0.0,0.0,1.0,Happy,14,2
480,qualiti adequ,1,0.0,0.0,1.0,Unhappy,13,2
481,good one,5,0.744,0.0,0.256,Happy,8,2
482,nice shuttl,4,0.737,0.0,0.263,Unhappy,11,2
483,best produc  genuin,5,0.677,0.0,0.323,Happy,19,3
484,good,5,1.0,0.0,0.0,Happy,4,1
485,mavi  shuttlecock best product receiv origin mayb fault supplier could play one two game basic intermedi use one shuttlecock origin shuttlecock could play   match care buy,1,0.34,0.075,0.585,Unhappy,171,26
486,good product,5,0.744,0.0,0.256,Happy,12,2
487,worst qualiti never expect flipkart,1,0.0,0.506,0.494,Unhappy,35,5
488,good,5,1.0,0.0,0.0,Happy,4,1
489,genuin shuttl henc trust seller,5,0.452,0.0,0.548,Happy,31,5
490,geniun product durabl thank flipkart,5,0.385,0.0,0.615,Happy,36,5
491,origin shuttl ni doubt,5,0.0,0.455,0.545,Happy,22,4
492,great deal,5,0.804,0.0,0.196,Happy,10,2
493,good product,5,0.744,0.0,0.256,Happy,12,2
494,good daili use price around  would good,3,0.537,0.0,0.463,Unhappy,39,7
495,qualiti shuttl come,3,0.0,0.0,1.0,Unhappy,19,3
496,nice product,5,0.737,0.0,0.263,Happy,12,2
497,good,5,1.0,0.0,0.0,Happy,4,1
498,great combo,5,0.804,0.0,0.196,Happy,11,2
499,good,5,1.0,0.0,0.0,Happy,4,1
500,excel,5,1.0,0.0,0.0,Happy,5,1
501,worst qualiti fault yonex hera pheri done flipkart facil centr fare costum loss time money,1,0.0,0.431,0.569,Unhappy,90,15
502,good product  thank flipkart fastest deliveri,5,0.574,0.0,0.426,Happy,45,6
503,product low qualiti wast money,1,0.0,0.344,0.656,Unhappy,30,5
504,super qualiti worth money,5,0.744,0.0,0.256,Happy,25,4
505,alway prefer one ,5,0.0,0.0,1.0,Happy,17,3
506,product good,5,0.744,0.0,0.256,Happy,12,2
507,good qualiti,5,0.744,0.0,0.256,Happy,12,2
508,shuttl excel  mani think shuttl buy develiv duplic one real,5,0.25,0.0,0.75,Happy,59,10
509,realli good,5,0.744,0.0,0.256,Happy,11,2
510,good ,5,1.0,0.0,0.0,Happy,5,1
511,super,5,1.0,0.0,0.0,Happy,5,1
512,good,5,1.0,0.0,0.0,Happy,4,1
513,good,5,1.0,0.0,0.0,Happy,4,1
514,origin one one day deliveri within ,4,0.0,0.0,1.0,Unhappy,35,6
515,becom damag two game,3,0.0,0.0,1.0,Unhappy,20,4
516,nice  loos cork,5,0.583,0.0,0.417,Happy,15,3
517,good,5,1.0,0.0,0.0,Happy,4,1
518,good,4,1.0,0.0,0.0,Unhappy,4,1
519,good,1,1.0,0.0,0.0,Unhappy,4,1
520,good,3,1.0,0.0,0.0,Unhappy,4,1
521,  game spin,3,0.0,0.0,1.0,Unhappy,11,2
522,good,4,1.0,0.0,0.0,Unhappy,4,1
523,good,2,1.0,0.0,0.0,Unhappy,4,1
524,nice,5,1.0,0.0,0.0,Happy,4,1
525,good,5,1.0,0.0,0.0,Happy,4,1
526,good,5,1.0,0.0,0.0,Happy,4,1
527,nice good,3,1.0,0.0,0.0,Unhappy,9,2
528,bad,1,0.0,1.0,0.0,Unhappy,3,1
529,superb,4,1.0,0.0,0.0,Unhappy,6,1
530,good,4,1.0,0.0,0.0,Unhappy,4,1
531,usual best market,5,0.677,0.0,0.323,Happy,17,3
532,excel shuttl intermedi player indoor,5,0.429,0.0,0.571,Happy,36,5
533,qualiti product becom poor buy flipkartnit recommend,2,0.236,0.292,0.472,Unhappy,52,7
534,nice,5,1.0,0.0,0.0,Happy,4,1
535,worst qualiti,1,0.0,0.804,0.196,Unhappy,13,2
536,good,4,1.0,0.0,0.0,Unhappy,4,1
537,worth cost,5,0.655,0.0,0.345,Happy,10,2
538,supar,5,0.0,0.0,1.0,Happy,5,1
539,good,4,1.0,0.0,0.0,Unhappy,4,1
540,best market,5,0.808,0.0,0.192,Happy,11,2
541,good product better yonex suttl rang  aprox,5,0.537,0.0,0.463,Happy,43,7
542,good qualiti,5,0.744,0.0,0.256,Happy,12,2
543,good,4,1.0,0.0,0.0,Unhappy,4,1
544,nice good qualiti,5,0.851,0.0,0.149,Happy,17,3
545,good product,5,0.744,0.0,0.256,Happy,12,2
546,excel product,5,0.75,0.0,0.25,Happy,13,2
547,good sbuttl,5,0.744,0.0,0.256,Happy,11,2
548,good deliveri date late,5,0.492,0.0,0.508,Happy,23,4
549,product good receiv stock  month befor manufactur,3,0.326,0.0,0.674,Unhappy,49,7
550,great product time deliveri,5,0.577,0.0,0.423,Happy,27,4
551,good,5,1.0,0.0,0.0,Happy,4,1
552,best,5,1.0,0.0,0.0,Happy,4,1
553,best qualiti,5,0.808,0.0,0.192,Happy,12,2
554,daughter happi n dilivari  boy behavior good,5,0.367,0.0,0.633,Happy,44,7
555,light weight compar offlin product,2,0.0,0.0,1.0,Unhappy,34,5
556,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
557,nice,4,1.0,0.0,0.0,Unhappy,4,1
558,good product,5,0.744,0.0,0.256,Happy,12,2
559,good one,5,0.744,0.0,0.256,Happy,8,2
560,mavi  nylon shuttl qualiti poor lost shape within two match play,1,0.152,0.342,0.506,Unhappy,64,11
561,fantast product absolut amaz price speedi deliveri within  day doorstep,5,0.0,0.0,1.0,Happy,71,10
562,awesom,5,0.0,0.0,1.0,Happy,6,1
563,nice product good qualiti pic slow,3,0.588,0.0,0.412,Unhappy,34,6
564,nice,5,1.0,0.0,0.0,Happy,4,1
565,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
566,good,4,1.0,0.0,0.0,Unhappy,4,1
567,good,4,1.0,0.0,0.0,Unhappy,4,1
568,good,1,1.0,0.0,0.0,Unhappy,4,1
569,ok good,5,1.0,0.0,0.0,Happy,7,2
570,good play,5,1.0,0.0,0.0,Happy,9,2
571,nice product,4,0.737,0.0,0.263,Unhappy,12,2
572,bad,2,0.0,1.0,0.0,Unhappy,3,1
573,valu money bad product,2,0.0,0.538,0.462,Unhappy,22,4
574,last   hour play,3,0.545,0.0,0.455,Unhappy,16,3
575,good,5,1.0,0.0,0.0,Happy,4,1
576,good,5,1.0,0.0,0.0,Happy,4,1
577,good product,5,0.744,0.0,0.256,Happy,12,2
578,nice,5,1.0,0.0,0.0,Happy,4,1
579,good play,5,1.0,0.0,0.0,Happy,9,2
580,good qualiti,5,0.744,0.0,0.256,Happy,12,2
581,good product,5,0.744,0.0,0.256,Happy,12,2
582,good qualiti,5,0.744,0.0,0.256,Happy,12,2
583,nice must buy,5,0.583,0.0,0.417,Happy,13,3
584,faster shuttl bought shop get spoilt hour game shot go court,3,0.0,0.0,1.0,Unhappy,60,11
585,good product,5,0.744,0.0,0.256,Happy,12,2
586,best,3,1.0,0.0,0.0,Unhappy,4,1
587,excel,5,1.0,0.0,0.0,Happy,5,1
588,good product,4,0.744,0.0,0.256,Unhappy,12,2
589,shuttl get damag singl game,2,0.0,0.0,1.0,Unhappy,27,5
590,nice,4,1.0,0.0,0.0,Unhappy,4,1
591,superb ,5,1.0,0.0,0.0,Happy,7,1
592,fine play cost,5,0.808,0.0,0.192,Happy,14,3
593,good,5,1.0,0.0,0.0,Happy,4,1
594,bottom cork lot hole easili get damag   match,1,0.0,0.0,1.0,Unhappy,45,8
595,product good qualiti,3,0.592,0.0,0.408,Unhappy,20,3
596,fast deliveri price low cost happi buy item,5,0.0,0.231,0.769,Happy,43,8
597,valueabl product,5,0.0,0.0,1.0,Happy,16,2
598,nice product,5,0.737,0.0,0.263,Happy,12,2
599,got origin product play intermedi advanc level  day pass still use first shuttl barrel  singl shuttl last around  day   game daili satisfi product durabl play outdoor cement  court,5,0.156,0.0,0.844,Happy,180,28
600,good,5,1.0,0.0,0.0,Happy,4,1
601,nice product,5,0.737,0.0,0.263,Happy,12,2
602,good bring money west,1,0.492,0.0,0.508,Unhappy,21,4
603,nice good,5,1.0,0.0,0.0,Happy,9,2
604,nice intermedi level  beggin,4,0.483,0.0,0.517,Unhappy,28,4
605,awesomesup fantast satal,5,0.0,0.0,1.0,Happy,24,3
606,power play,5,0.706,0.0,0.294,Happy,10,2
607,awesom product,5,0.0,0.0,1.0,Happy,14,2
608,long life,5,0.0,0.0,1.0,Happy,9,2
609,counterfeit product playabl  game worst qualiti,1,0.0,0.451,0.549,Unhappy,47,6
610,super,5,1.0,0.0,0.0,Happy,5,1
611,good,5,1.0,0.0,0.0,Happy,4,1
612,worth money,4,0.655,0.0,0.345,Unhappy,11,2
613,super ,4,1.0,0.0,0.0,Unhappy,6,1
614,orign shuttlelov ,5,0.0,0.0,1.0,Happy,17,2
615,worst product receiv flipkart,1,0.0,0.577,0.423,Unhappy,29,4
616,qualiti durabl worst,1,0.0,0.672,0.328,Unhappy,20,3
617,best product,5,0.808,0.0,0.192,Happy,12,2
618,old stock,1,0.0,0.0,1.0,Unhappy,9,2
619,good product,4,0.744,0.0,0.256,Unhappy,12,2
620,durabl slow even flight,4,0.0,0.0,1.0,Unhappy,23,4
621,good,5,1.0,0.0,0.0,Happy,4,1
622,good,5,1.0,0.0,0.0,Happy,4,1
623,super,5,1.0,0.0,0.0,Happy,5,1
624,bad,2,0.0,1.0,0.0,Unhappy,3,1
625,supar,5,0.0,0.0,1.0,Happy,5,1
626,worst play one day broken,4,0.207,0.621,0.172,Unhappy,25,5
627,bad qualiti shuttl bottom part come one game,1,0.0,0.333,0.667,Unhappy,44,8
628,bad qualiti yonex mavi  shuttl cork bad never got cork even get game bad cork  cork box pull togeth,1,0.0,0.396,0.604,Unhappy,99,19
629,good one,4,0.744,0.0,0.256,Unhappy,8,2
630,bad qualiti,1,0.0,0.778,0.222,Unhappy,11,2
631,bad qualiti,1,0.0,0.778,0.222,Unhappy,11,2
632,good,5,1.0,0.0,0.0,Happy,4,1
633,excel one,5,0.75,0.0,0.25,Happy,9,2
634,yonex mavi  best shuttl shuttl flight mavi  good love product ,4,0.617,0.0,0.383,Unhappy,62,10
635,best ,5,1.0,0.0,0.0,Happy,5,1
636,shuttl last  day satisfactori,2,0.0,0.0,1.0,Unhappy,29,4
637,worst qualiti bad one two game head separ total wast money,1,0.0,0.458,0.542,Unhappy,58,11
638,qualiti good,2,0.744,0.0,0.256,Unhappy,12,2
639,excel product,5,0.75,0.0,0.25,Happy,13,2
640,good shuttl go,5,0.592,0.0,0.408,Happy,14,3
641,good,4,1.0,0.0,0.0,Unhappy,4,1
642,nice,4,1.0,0.0,0.0,Unhappy,4,1
643,origin shuttl,5,0.0,0.0,1.0,Happy,13,2
644,fine,5,1.0,0.0,0.0,Happy,4,1
645,good ,5,1.0,0.0,0.0,Happy,5,1
646,good,4,1.0,0.0,0.0,Unhappy,4,1
647,good deal,5,0.744,0.0,0.256,Happy,9,2
648,good product,4,0.744,0.0,0.256,Unhappy,12,2
649,good product,5,0.744,0.0,0.256,Happy,12,2
650,quick damag wing,2,0.0,0.0,1.0,Unhappy,16,3
651,bad,1,0.0,1.0,0.0,Unhappy,3,1
652,good product,4,0.744,0.0,0.256,Unhappy,12,2
653,good,3,1.0,0.0,0.0,Unhappy,4,1
654,shuttl qualiti worst usual mavi  shuttl last  day base play shuttl last one day worst box,1,0.102,0.347,0.551,Unhappy,89,16
655,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
656,good beginn,5,0.744,0.0,0.256,Happy,11,2
657,nice deliveri boy  good behavior thank flipkart,5,0.672,0.0,0.328,Happy,47,7
658,product new qualiti excel usual,5,0.429,0.0,0.571,Happy,31,5
659,wonder  thank utpal da,5,0.455,0.0,0.545,Happy,22,4
660,nice one,5,0.737,0.0,0.263,Happy,8,2
661,super,5,1.0,0.0,0.0,Happy,5,1
662,good product ,5,0.744,0.0,0.256,Happy,13,2
663,nice product,4,0.737,0.0,0.263,Unhappy,12,2
664,good,3,1.0,0.0,0.0,Unhappy,4,1
665,nice product,4,0.737,0.0,0.263,Unhappy,12,2
666,good,4,1.0,0.0,0.0,Unhappy,4,1
667,nice,5,1.0,0.0,0.0,Happy,4,1
668,good,4,1.0,0.0,0.0,Unhappy,4,1
669,poor qualiti,1,0.0,0.756,0.244,Unhappy,12,2
670,worst stock broken two game,4,0.0,0.706,0.294,Unhappy,27,5
671,nice,3,1.0,0.0,0.0,Unhappy,4,1
672,bad qualiti,1,0.0,0.778,0.222,Unhappy,11,2
673,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
674,poor qualiti buy,1,0.0,0.608,0.392,Unhappy,16,3
675,bad  nylon shuttleon one match life span,1,0.0,0.368,0.632,Unhappy,40,7
676,super,5,1.0,0.0,0.0,Happy,5,1
677,best shuttl outdoor badminton,5,0.583,0.0,0.417,Happy,29,4
678,simpli super ,5,0.796,0.0,0.204,Happy,13,2
679,worrest,2,0.0,0.0,1.0,Unhappy,7,1
680,good,5,1.0,0.0,0.0,Happy,4,1
681,nice product,5,0.737,0.0,0.263,Happy,12,2
682,product fast move wastag money,1,0.0,0.0,1.0,Unhappy,30,5
683,nice product ,5,0.737,0.0,0.263,Happy,13,2
684,qualiti poor,4,0.0,0.756,0.244,Unhappy,12,2
685,good product,5,0.744,0.0,0.256,Happy,12,2
686,good qualiti,5,0.744,0.0,0.256,Happy,12,2
687,bad,3,0.0,1.0,0.0,Unhappy,3,1
688,wonder,5,0.0,0.0,1.0,Happy,6,1
689,good,5,1.0,0.0,0.0,Happy,4,1
690,worst product,1,0.0,0.804,0.196,Unhappy,13,2
691,qualiti poor,3,0.0,0.756,0.244,Unhappy,12,2
692,good one time deliveri,5,0.492,0.0,0.508,Happy,22,4
693,support,5,1.0,0.0,0.0,Happy,7,1
694,nice product,5,0.737,0.0,0.263,Happy,12,2
695,nice,5,1.0,0.0,0.0,Happy,4,1
696,good,5,1.0,0.0,0.0,Happy,4,1
697,good,4,1.0,0.0,0.0,Unhappy,4,1
698,good,5,1.0,0.0,0.0,Happy,4,1
699,one sound work,5,0.0,0.0,1.0,Happy,14,3
700,origin stuffels know ,5,0.0,0.0,1.0,Happy,21,3
701,good product,5,0.744,0.0,0.256,Happy,12,2
702,good product,4,0.744,0.0,0.256,Unhappy,12,2
703,good,5,1.0,0.0,0.0,Happy,4,1
704,good product,5,0.744,0.0,0.256,Happy,12,2
705,nice product,5,0.737,0.0,0.263,Happy,12,2
706,qualiti product bad wast money,1,0.0,0.467,0.533,Unhappy,30,5
707,good,5,1.0,0.0,0.0,Happy,4,1
708,good,4,1.0,0.0,0.0,Unhappy,4,1
709,expens good qualiti buy,1,0.492,0.0,0.508,Unhappy,23,4
710,good,5,1.0,0.0,0.0,Happy,4,1
711,good qualiti better,4,0.853,0.0,0.147,Unhappy,19,3
712,shuttl receiv fake liter broke within  week usag  everi time took new shuttl box look new broke within game two max,1,0.0,0.326,0.674,Unhappy,115,21
713,within one hour two shuttl got broken bottom buy onlin,1,0.0,0.256,0.744,Unhappy,54,10
714,worst product,1,0.0,0.804,0.196,Unhappy,13,2
715,good product,5,0.744,0.0,0.256,Happy,12,2
716,good,4,1.0,0.0,0.0,Unhappy,4,1
717,nice,5,1.0,0.0,0.0,Happy,4,1
718,good qualiti,5,0.744,0.0,0.256,Happy,12,2
719,product brand nice,5,0.583,0.0,0.417,Happy,18,3
720,awesom product indoor outdoor also price high ,5,0.0,0.0,1.0,Happy,46,7
721,qualiti nice appreci,5,0.583,0.0,0.417,Happy,20,3
722,satisfi,4,0.0,0.0,1.0,Unhappy,7,1
723,bad product,1,0.0,0.778,0.222,Unhappy,11,2
724,good,5,1.0,0.0,0.0,Happy,4,1
725,good product,4,0.744,0.0,0.256,Unhappy,12,2
726,nice product,5,0.737,0.0,0.263,Happy,12,2
727,good,5,1.0,0.0,0.0,Happy,4,1
728,awasom,5,0.0,0.0,1.0,Happy,6,1
729,realli awesom,5,0.0,0.0,1.0,Happy,13,2
730,super,4,1.0,0.0,0.0,Unhappy,5,1
731,good,5,1.0,0.0,0.0,Happy,4,1
732,good product,5,0.744,0.0,0.256,Happy,12,2
733,shuttl work perfect,5,0.649,0.0,0.351,Happy,19,3
734,nice,5,1.0,0.0,0.0,Happy,4,1
735,gud,5,0.0,0.0,1.0,Happy,3,1
736,super good,5,1.0,0.0,0.0,Happy,10,2
737,better intermedi nd biggner,4,0.492,0.0,0.508,Unhappy,27,4
